TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
840 mV (10010),1.30 dB (00110),5.05 dB (10010),800 mV,0,7632
840 mV (10010),1.30 dB (00110),6.69 dB (10101),800 mV,0,7632
840 mV (10010),1.30 dB (00110),7.84 dB (11000),800 mV,0,7380
840 mV (10010),1.30 dB (00110),9.14 dB (11010),800 mV,180572,0
840 mV (10010),1.30 dB (00110),10.51 dB (11100),800 mV,187028,0
840 mV (10010),1.30 dB (00110),11.63 dB (11101),800 mV,1117954,0
840 mV (10010),1.30 dB (00110),12.29 dB (11110),800 mV,3314841,0
840 mV (10010),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
840 mV (10010),2.24 dB (01001),0.00 dB (00000),800 mV,0,7848
840 mV (10010),2.24 dB (01001),0.74 dB (00011),800 mV,0,7740
840 mV (10010),2.24 dB (01001),1.32 dB (00110),800 mV,0,7776
840 mV (10010),2.24 dB (01001),2.28 dB (01001),800 mV,0,7848
840 mV (10010),2.24 dB (01001),3.14 dB (01100),800 mV,0,7776
840 mV (10010),2.24 dB (01001),3.99 dB (01111),800 mV,0,7848
840 mV (10010),2.24 dB (01001),5.05 dB (10010),800 mV,0,7668
840 mV (10010),2.24 dB (01001),6.69 dB (10101),800 mV,0,7596
840 mV (10010),2.24 dB (01001),7.84 dB (11000),800 mV,34845,0
840 mV (10010),2.24 dB (01001),9.14 dB (11010),800 mV,763314,0
840 mV (10010),2.24 dB (01001),10.51 dB (11100),800 mV,-1,0
840 mV (10010),2.24 dB (01001),11.63 dB (11101),800 mV,-1,0
840 mV (10010),2.24 dB (01001),12.29 dB (11110),800 mV,-1,0
840 mV (10010),2.24 dB (01001),13.67 dB (11111),800 mV,-1,0
840 mV (10010),3.08 dB (01100),0.00 dB (00000),800 mV,0,7884
840 mV (10010),3.08 dB (01100),0.74 dB (00011),800 mV,0,7740
840 mV (10010),3.08 dB (01100),1.32 dB (00110),800 mV,0,7848
840 mV (10010),3.08 dB (01100),2.28 dB (01001),800 mV,0,7920
840 mV (10010),3.08 dB (01100),3.14 dB (01100),800 mV,0,7812
840 mV (10010),3.08 dB (01100),3.99 dB (01111),800 mV,0,7740
840 mV (10010),3.08 dB (01100),5.05 dB (10010),800 mV,0,7704
840 mV (10010),3.08 dB (01100),6.69 dB (10101),800 mV,13683,0
840 mV (10010),3.08 dB (01100),7.84 dB (11000),800 mV,1319925,0
840 mV (10010),3.08 dB (01100),9.14 dB (11010),800 mV,-1,0
840 mV (10010),3.08 dB (01100),10.51 dB (11100),800 mV,-1,0
840 mV (10010),3.08 dB (01100),11.63 dB (11101),800 mV,-1,0
840 mV (10010),3.08 dB (01100),12.29 dB (11110),800 mV,-1,0
840 mV (10010),3.08 dB (01100),13.67 dB (11111),800 mV,-1,0
840 mV (10010),3.90 dB (01111),0.00 dB (00000),800 mV,0,7884
840 mV (10010),3.90 dB (01111),0.74 dB (00011),800 mV,0,7848
840 mV (10010),3.90 dB (01111),1.32 dB (00110),800 mV,0,7920
840 mV (10010),3.90 dB (01111),2.28 dB (01001),800 mV,0,7632
840 mV (10010),3.90 dB (01111),3.14 dB (01100),800 mV,0,7632
840 mV (10010),3.90 dB (01111),3.99 dB (01111),800 mV,0,7560
840 mV (10010),3.90 dB (01111),5.05 dB (10010),800 mV,573220,0
840 mV (10010),3.90 dB (01111),6.69 dB (10101),800 mV,144766920,0
840 mV (10010),3.90 dB (01111),7.84 dB (11000),800 mV,-1,0
840 mV (10010),3.90 dB (01111),9.14 dB (11010),800 mV,-1,0
840 mV (10010),3.90 dB (01111),10.51 dB (11100),800 mV,-1,0
840 mV (10010),3.90 dB (01111),11.63 dB (11101),800 mV,-1,0
840 mV (10010),3.90 dB (01111),12.29 dB (11110),800 mV,-1,0
840 mV (10010),3.90 dB (01111),13.67 dB (11111),800 mV,-1,0
840 mV (10010),4.66 dB (10001),0.00 dB (00000),800 mV,0,7920
840 mV (10010),4.66 dB (10001),0.74 dB (00011),800 mV,0,7740
840 mV (10010),4.66 dB (10001),1.32 dB (00110),800 mV,0,7776
840 mV (10010),4.66 dB (10001),2.28 dB (01001),800 mV,0,7740
840 mV (10010),4.66 dB (10001),3.14 dB (01100),800 mV,0,7668
840 mV (10010),4.66 dB (10001),3.99 dB (01111),800 mV,0,7524
840 mV (10010),4.66 dB (10001),5.05 dB (10010),800 mV,76296519,0
840 mV (10010),4.66 dB (10001),6.69 dB (10101),800 mV,-1,0
840 mV (10010),4.66 dB (10001),7.84 dB (11000),800 mV,-1,0
840 mV (10010),4.66 dB (10001),9.14 dB (11010),800 mV,-1,0
840 mV (10010),4.66 dB (10001),10.51 dB (11100),800 mV,-1,0
840 mV (10010),4.66 dB (10001),11.63 dB (11101),800 mV,-1,0
840 mV (10010),4.66 dB (10001),12.29 dB (11110),800 mV,-1,0
840 mV (10010),4.66 dB (10001),13.67 dB (11111),800 mV,-1,0
840 mV (10010),5.67 dB (10100),0.00 dB (00000),800 mV,0,7920
840 mV (10010),5.67 dB (10100),0.74 dB (00011),800 mV,0,7920
840 mV (10010),5.67 dB (10100),1.32 dB (00110),800 mV,0,7812
840 mV (10010),5.67 dB (10100),2.28 dB (01001),800 mV,0,7704
840 mV (10010),5.67 dB (10100),3.14 dB (01100),800 mV,0,7668
840 mV (10010),5.67 dB (10100),3.99 dB (01111),800 mV,24356340,0
840 mV (10010),5.67 dB (10100),5.05 dB (10010),800 mV,-1,0
840 mV (10010),5.67 dB (10100),6.69 dB (10101),800 mV,-1,0
840 mV (10010),5.67 dB (10100),7.84 dB (11000),800 mV,-1,0
840 mV (10010),5.67 dB (10100),9.14 dB (11010),800 mV,-1,0
840 mV (10010),5.67 dB (10100),10.51 dB (11100),800 mV,-1,0
840 mV (10010),5.67 dB (10100),11.63 dB (11101),800 mV,-1,0
840 mV (10010),5.67 dB (10100),12.29 dB (11110),800 mV,-1,0
840 mV (10010),5.67 dB (10100),13.67 dB (11111),800 mV,-1,0
920 mV (10110),0.01 dB (00000),0.00 dB (00000),800 mV,0,8100
920 mV (10110),0.01 dB (00000),0.74 dB (00011),800 mV,0,8064
920 mV (10110),0.01 dB (00000),1.32 dB (00110),800 mV,0,8028
920 mV (10110),0.01 dB (00000),2.28 dB (01001),800 mV,0,7848
920 mV (10110),0.01 dB (00000),3.14 dB (01100),800 mV,0,7992
920 mV (10110),0.01 dB (00000),3.99 dB (01111),800 mV,0,7668
920 mV (10110),0.01 dB (00000),5.05 dB (10010),800 mV,0,7704
920 mV (10110),0.01 dB (00000),6.69 dB (10101),800 mV,0,7560
920 mV (10110),0.01 dB (00000),7.84 dB (11000),800 mV,0,7488
920 mV (10110),0.01 dB (00000),9.14 dB (11010),800 mV,0,7524
920 mV (10110),0.01 dB (00000),10.51 dB (11100),800 mV,1,7344
920 mV (10110),0.01 dB (00000),10.51 dB (11100),800 mV,1,0
920 mV (10110),0.01 dB (00000),11.63 dB (11101),800 mV,11609,0
920 mV (10110),0.01 dB (00000),12.29 dB (11110),800 mV,43749,0
920 mV (10110),0.01 dB (00000),13.67 dB (11111),800 mV,220271,0
920 mV (10110),0.73 dB (00011),0.00 dB (00000),800 mV,0,7920
920 mV (10110),0.73 dB (00011),0.74 dB (00011),800 mV,0,8064
920 mV (10110),0.73 dB (00011),1.32 dB (00110),800 mV,0,7884
920 mV (10110),0.73 dB (00011),2.28 dB (01001),800 mV,0,7956
920 mV (10110),0.73 dB (00011),3.14 dB (01100),800 mV,0,7812
920 mV (10110),0.73 dB (00011),3.99 dB (01111),800 mV,0,7920
920 mV (10110),0.73 dB (00011),5.05 dB (10010),800 mV,0,7848
920 mV (10110),0.73 dB (00011),6.69 dB (10101),800 mV,0,7668
920 mV (10110),0.73 dB (00011),7.84 dB (11000),800 mV,0,7488
920 mV (10110),0.73 dB (00011),9.14 dB (11010),800 mV,0,7560
920 mV (10110),0.73 dB (00011),10.51 dB (11100),800 mV,675,6120
920 mV (10110),0.73 dB (00011),10.51 dB (11100),800 mV,675,0
920 mV (10110),0.73 dB (00011),11.63 dB (11101),800 mV,7155,0
920 mV (10110),0.73 dB (00011),12.29 dB (11110),800 mV,122297,0
920 mV (10110),0.73 dB (00011),13.67 dB (11111),800 mV,258090,0
920 mV (10110),1.30 dB (00110),0.00 dB (00000),800 mV,0,7920
920 mV (10110),1.30 dB (00110),0.74 dB (00011),800 mV,0,7992
920 mV (10110),1.30 dB (00110),1.32 dB (00110),800 mV,0,7884
920 mV (10110),1.30 dB (00110),2.28 dB (01001),800 mV,0,7920
920 mV (10110),1.30 dB (00110),3.14 dB (01100),800 mV,0,7848
920 mV (10110),1.30 dB (00110),3.99 dB (01111),800 mV,0,7812
920 mV (10110),1.30 dB (00110),5.05 dB (10010),800 mV,0,7596
920 mV (10110),1.30 dB (00110),6.69 dB (10101),800 mV,0,7452
920 mV (10110),1.30 dB (00110),7.84 dB (11000),800 mV,0,7488
920 mV (10110),1.30 dB (00110),9.14 dB (11010),800 mV,1715,6264
920 mV (10110),1.30 dB (00110),9.14 dB (11010),800 mV,1715,0
920 mV (10110),1.30 dB (00110),10.51 dB (11100),800 mV,107788,0
920 mV (10110),1.30 dB (00110),11.63 dB (11101),800 mV,382785,0
920 mV (10110),1.30 dB (00110),12.29 dB (11110),800 mV,126070041,0
920 mV (10110),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
920 mV (10110),2.24 dB (01001),0.00 dB (00000),800 mV,0,7920
920 mV (10110),2.24 dB (01001),0.74 dB (00011),800 mV,0,7812
920 mV (10110),2.24 dB (01001),1.32 dB (00110),800 mV,0,7884
920 mV (10110),2.24 dB (01001),2.28 dB (01001),800 mV,0,7776
920 mV (10110),2.24 dB (01001),3.14 dB (01100),800 mV,0,7776
920 mV (10110),2.24 dB (01001),3.99 dB (01111),800 mV,0,7884
920 mV (10110),2.24 dB (01001),5.05 dB (10010),800 mV,0,7704
920 mV (10110),2.24 dB (01001),6.69 dB (10101),800 mV,0,7632
920 mV (10110),2.24 dB (01001),7.84 dB (11000),800 mV,12818,0
920 mV (10110),2.24 dB (01001),9.14 dB (11010),800 mV,896396,0
920 mV (10110),2.24 dB (01001),10.51 dB (11100),800 mV,-1,0
920 mV (10110),2.24 dB (01001),11.63 dB (11101),800 mV,-1,0
920 mV (10110),2.24 dB (01001),12.29 dB (11110),800 mV,-1,0
920 mV (10110),2.24 dB (01001),13.67 dB (11111),800 mV,-1,0
920 mV (10110),3.08 dB (01100),0.00 dB (00000),800 mV,0,7884
920 mV (10110),3.08 dB (01100),0.74 dB (00011),800 mV,0,7884
920 mV (10110),3.08 dB (01100),1.32 dB (00110),800 mV,0,7848
920 mV (10110),3.08 dB (01100),2.28 dB (01001),800 mV,0,7704
920 mV (10110),3.08 dB (01100),3.14 dB (01100),800 mV,0,7848
920 mV (10110),3.08 dB (01100),3.99 dB (01111),800 mV,0,7668
920 mV (10110),3.08 dB (01100),5.05 dB (10010),800 mV,0,7848
920 mV (10110),3.08 dB (01100),6.69 dB (10101),800 mV,9461,0
920 mV (10110),3.08 dB (01100),7.84 dB (11000),800 mV,574181,0
920 mV (10110),3.08 dB (01100),9.14 dB (11010),800 mV,-1,0
920 mV (10110),3.08 dB (01100),10.51 dB (11100),800 mV,-1,0
920 mV (10110),3.08 dB (01100),11.63 dB (11101),800 mV,-1,0
920 mV (10110),3.08 dB (01100),12.29 dB (11110),800 mV,-1,0
920 mV (10110),3.08 dB (01100),13.67 dB (11111),800 mV,-1,0
920 mV (10110),3.90 dB (01111),0.00 dB (00000),800 mV,0,7920
920 mV (10110),3.90 dB (01111),0.74 dB (00011),800 mV,0,7740
920 mV (10110),3.90 dB (01111),1.32 dB (00110),800 mV,0,7668
920 mV (10110),3.90 dB (01111),2.28 dB (01001),800 mV,0,7704
920 mV (10110),3.90 dB (01111),3.14 dB (01100),800 mV,0,7776
920 mV (10110),3.90 dB (01111),3.99 dB (01111),800 mV,0,7668
920 mV (10110),3.90 dB (01111),5.05 dB (10010),800 mV,1244,6480
920 mV (10110),3.90 dB (01111),5.05 dB (10010),800 mV,1244,0
920 mV (10110),3.90 dB (01111),6.69 dB (10101),800 mV,641720,0
920 mV (10110),3.90 dB (01111),7.84 dB (11000),800 mV,-1,0
920 mV (10110),3.90 dB (01111),9.14 dB (11010),800 mV,-1,0
920 mV (10110),3.90 dB (01111),10.51 dB (11100),800 mV,-1,0
920 mV (10110),3.90 dB (01111),11.63 dB (11101),800 mV,-1,0
920 mV (10110),3.90 dB (01111),12.29 dB (11110),800 mV,-1,0
920 mV (10110),3.90 dB (01111),13.67 dB (11111),800 mV,-1,0
920 mV (10110),4.66 dB (10001),0.00 dB (00000),800 mV,0,7668
920 mV (10110),4.66 dB (10001),0.74 dB (00011),800 mV,0,7812
920 mV (10110),4.66 dB (10001),1.32 dB (00110),800 mV,0,7596
920 mV (10110),4.66 dB (10001),2.28 dB (01001),800 mV,0,7488
920 mV (10110),4.66 dB (10001),3.14 dB (01100),800 mV,0,7704
920 mV (10110),4.66 dB (10001),3.99 dB (01111),800 mV,0,7740
920 mV (10110),4.66 dB (10001),5.05 dB (10010),800 mV,115074,0
920 mV (10110),4.66 dB (10001),6.69 dB (10101),800 mV,-1,0
920 mV (10110),4.66 dB (10001),7.84 dB (11000),800 mV,-1,0
920 mV (10110),4.66 dB (10001),9.14 dB (11010),800 mV,-1,0
920 mV (10110),4.66 dB (10001),10.51 dB (11100),800 mV,-1,0
920 mV (10110),4.66 dB (10001),11.63 dB (11101),800 mV,-1,0
920 mV (10110),4.66 dB (10001),12.29 dB (11110),800 mV,-1,0
920 mV (10110),4.66 dB (10001),13.67 dB (11111),800 mV,-1,0
920 mV (10110),5.67 dB (10100),0.00 dB (00000),800 mV,0,7812
920 mV (10110),5.67 dB (10100),0.74 dB (00011),800 mV,0,7776
920 mV (10110),5.67 dB (10100),1.32 dB (00110),800 mV,0,7812
920 mV (10110),5.67 dB (10100),2.28 dB (01001),800 mV,0,7776
920 mV (10110),5.67 dB (10100),3.14 dB (01100),800 mV,0,7524
920 mV (10110),5.67 dB (10100),3.99 dB (01111),800 mV,158757,0
920 mV (10110),5.67 dB (10100),5.05 dB (10010),800 mV,-1,0
920 mV (10110),5.67 dB (10100),6.69 dB (10101),800 mV,-1,0
920 mV (10110),5.67 dB (10100),7.84 dB (11000),800 mV,-1,0
920 mV (10110),5.67 dB (10100),9.14 dB (11010),800 mV,-1,0
920 mV (10110),5.67 dB (10100),10.51 dB (11100),800 mV,-1,0
920 mV (10110),5.67 dB (10100),11.63 dB (11101),800 mV,-1,0
920 mV (10110),5.67 dB (10100),12.29 dB (11110),800 mV,-1,0
920 mV (10110),5.67 dB (10100),13.67 dB (11111),800 mV,-1,0
980 mV (11010),0.01 dB (00000),0.00 dB (00000),800 mV,0,8208
980 mV (11010),0.01 dB (00000),0.74 dB (00011),800 mV,0,8100
980 mV (11010),0.01 dB (00000),1.32 dB (00110),800 mV,0,8064
980 mV (11010),0.01 dB (00000),2.28 dB (01001),800 mV,0,8100
980 mV (11010),0.01 dB (00000),3.14 dB (01100),800 mV,0,7884
980 mV (11010),0.01 dB (00000),3.99 dB (01111),800 mV,0,7776
980 mV (11010),0.01 dB (00000),5.05 dB (10010),800 mV,0,7812
980 mV (11010),0.01 dB (00000),6.69 dB (10101),800 mV,0,7560
980 mV (11010),0.01 dB (00000),7.84 dB (11000),800 mV,0,7560
980 mV (11010),0.01 dB (00000),9.14 dB (11010),800 mV,0,7452
980 mV (11010),0.01 dB (00000),10.51 dB (11100),800 mV,0,7524
980 mV (11010),0.01 dB (00000),11.63 dB (11101),800 mV,198040,0
980 mV (11010),0.01 dB (00000),12.29 dB (11110),800 mV,7717,0
980 mV (11010),0.01 dB (00000),13.67 dB (11111),800 mV,147629,0
980 mV (11010),0.73 dB (00011),0.00 dB (00000),800 mV,0,8028
980 mV (11010),0.73 dB (00011),0.74 dB (00011),800 mV,0,7992
980 mV (11010),0.73 dB (00011),1.32 dB (00110),800 mV,0,7920
980 mV (11010),0.73 dB (00011),2.28 dB (01001),800 mV,0,7884
980 mV (11010),0.73 dB (00011),3.14 dB (01100),800 mV,0,7920
980 mV (11010),0.73 dB (00011),3.99 dB (01111),800 mV,0,7812
980 mV (11010),0.73 dB (00011),5.05 dB (10010),800 mV,0,7668
980 mV (11010),0.73 dB (00011),6.69 dB (10101),800 mV,0,7632
980 mV (11010),0.73 dB (00011),7.84 dB (11000),800 mV,0,7560
980 mV (11010),0.73 dB (00011),9.14 dB (11010),800 mV,0,7452
980 mV (11010),0.73 dB (00011),10.51 dB (11100),800 mV,88,7524
980 mV (11010),0.73 dB (00011),10.51 dB (11100),800 mV,88,0
980 mV (11010),0.73 dB (00011),11.63 dB (11101),800 mV,4099,2808
980 mV (11010),0.73 dB (00011),11.63 dB (11101),800 mV,4099,0
980 mV (11010),0.73 dB (00011),12.29 dB (11110),800 mV,121350,0
980 mV (11010),0.73 dB (00011),13.67 dB (11111),800 mV,221760,0
980 mV (11010),1.30 dB (00110),0.00 dB (00000),800 mV,0,8136
980 mV (11010),1.30 dB (00110),0.74 dB (00011),800 mV,0,7956
980 mV (11010),1.30 dB (00110),1.32 dB (00110),800 mV,0,8136
980 mV (11010),1.30 dB (00110),2.28 dB (01001),800 mV,0,7776
980 mV (11010),1.30 dB (00110),3.14 dB (01100),800 mV,0,7992
980 mV (11010),1.30 dB (00110),3.99 dB (01111),800 mV,0,7740
980 mV (11010),1.30 dB (00110),5.05 dB (10010),800 mV,0,7776
980 mV (11010),1.30 dB (00110),6.69 dB (10101),800 mV,0,7416
980 mV (11010),1.30 dB (00110),7.84 dB (11000),800 mV,0,7380
980 mV (11010),1.30 dB (00110),9.14 dB (11010),800 mV,632,6912
980 mV (11010),1.30 dB (00110),9.14 dB (11010),800 mV,632,0
980 mV (11010),1.30 dB (00110),10.51 dB (11100),800 mV,72867,0
980 mV (11010),1.30 dB (00110),11.63 dB (11101),800 mV,481836,0
980 mV (11010),1.30 dB (00110),12.29 dB (11110),800 mV,1379641,0
980 mV (11010),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
980 mV (11010),2.24 dB (01001),0.00 dB (00000),800 mV,0,7992
980 mV (11010),2.24 dB (01001),0.74 dB (00011),800 mV,0,7740
980 mV (11010),2.24 dB (01001),1.32 dB (00110),800 mV,0,7920
980 mV (11010),2.24 dB (01001),2.28 dB (01001),800 mV,0,7848
980 mV (11010),2.24 dB (01001),3.14 dB (01100),800 mV,0,7740
980 mV (11010),2.24 dB (01001),3.99 dB (01111),800 mV,0,7632
980 mV (11010),2.24 dB (01001),5.05 dB (10010),800 mV,0,7560
980 mV (11010),2.24 dB (01001),6.69 dB (10101),800 mV,0,7524
980 mV (11010),2.24 dB (01001),7.84 dB (11000),800 mV,2538916,0
980 mV (11010),2.24 dB (01001),9.14 dB (11010),800 mV,540608,0
980 mV (11010),2.24 dB (01001),10.51 dB (11100),800 mV,-1,0
980 mV (11010),2.24 dB (01001),11.63 dB (11101),800 mV,-1,0
980 mV (11010),2.24 dB (01001),12.29 dB (11110),800 mV,-1,0
980 mV (11010),2.24 dB (01001),13.67 dB (11111),800 mV,-1,0
980 mV (11010),3.08 dB (01100),0.00 dB (00000),800 mV,0,7812
980 mV (11010),3.08 dB (01100),0.74 dB (00011),800 mV,0,7848
980 mV (11010),3.08 dB (01100),1.32 dB (00110),800 mV,0,7740
980 mV (11010),3.08 dB (01100),2.28 dB (01001),800 mV,0,7812
980 mV (11010),3.08 dB (01100),3.14 dB (01100),800 mV,0,7776
980 mV (11010),3.08 dB (01100),3.99 dB (01111),800 mV,0,7596
980 mV (11010),3.08 dB (01100),5.05 dB (10010),800 mV,0,7776
980 mV (11010),3.08 dB (01100),6.69 dB (10101),800 mV,1819,5544
980 mV (11010),3.08 dB (01100),6.69 dB (10101),800 mV,1819,0
980 mV (11010),3.08 dB (01100),7.84 dB (11000),800 mV,543017,0
980 mV (11010),3.08 dB (01100),9.14 dB (11010),800 mV,-1,0
980 mV (11010),3.08 dB (01100),10.51 dB (11100),800 mV,-1,0
980 mV (11010),3.08 dB (01100),11.63 dB (11101),800 mV,-1,0
980 mV (11010),3.08 dB (01100),12.29 dB (11110),800 mV,-1,0
980 mV (11010),3.08 dB (01100),13.67 dB (11111),800 mV,-1,0
980 mV (11010),3.90 dB (01111),0.00 dB (00000),800 mV,0,7812
980 mV (11010),3.90 dB (01111),0.74 dB (00011),800 mV,0,7740
980 mV (11010),3.90 dB (01111),1.32 dB (00110),800 mV,0,7920
980 mV (11010),3.90 dB (01111),2.28 dB (01001),800 mV,0,7704
980 mV (11010),3.90 dB (01111),3.14 dB (01100),800 mV,0,7740
980 mV (11010),3.90 dB (01111),3.99 dB (01111),800 mV,0,7848
980 mV (11010),3.90 dB (01111),5.05 dB (10010),800 mV,146344,0
980 mV (11010),3.90 dB (01111),6.69 dB (10101),800 mV,195081,0
980 mV (11010),3.90 dB (01111),7.84 dB (11000),800 mV,-1,0
980 mV (11010),3.90 dB (01111),9.14 dB (11010),800 mV,-1,0
980 mV (11010),3.90 dB (01111),10.51 dB (11100),800 mV,-1,0
980 mV (11010),3.90 dB (01111),11.63 dB (11101),800 mV,-1,0
980 mV (11010),3.90 dB (01111),12.29 dB (11110),800 mV,-1,0
980 mV (11010),3.90 dB (01111),13.67 dB (11111),800 mV,-1,0
980 mV (11010),4.66 dB (10001),0.00 dB (00000),800 mV,0,7776
980 mV (11010),4.66 dB (10001),0.74 dB (00011),800 mV,0,7848
980 mV (11010),4.66 dB (10001),1.32 dB (00110),800 mV,0,7884
980 mV (11010),4.66 dB (10001),2.28 dB (01001),800 mV,0,7704
980 mV (11010),4.66 dB (10001),3.14 dB (01100),800 mV,0,7776
980 mV (11010),4.66 dB (10001),3.99 dB (01111),800 mV,0,7668
980 mV (11010),4.66 dB (10001),5.05 dB (10010),800 mV,19219009,0
980 mV (11010),4.66 dB (10001),6.69 dB (10101),800 mV,-1,0
980 mV (11010),4.66 dB (10001),7.84 dB (11000),800 mV,-1,0
980 mV (11010),4.66 dB (10001),9.14 dB (11010),800 mV,-1,0
980 mV (11010),4.66 dB (10001),10.51 dB (11100),800 mV,-1,0
980 mV (11010),4.66 dB (10001),11.63 dB (11101),800 mV,-1,0
980 mV (11010),4.66 dB (10001),12.29 dB (11110),800 mV,-1,0
980 mV (11010),4.66 dB (10001),13.67 dB (11111),800 mV,-1,0
980 mV (11010),5.67 dB (10100),0.00 dB (00000),800 mV,0,7848
980 mV (11010),5.67 dB (10100),0.74 dB (00011),800 mV,0,7560
980 mV (11010),5.67 dB (10100),1.32 dB (00110),800 mV,0,7668
980 mV (11010),5.67 dB (10100),2.28 dB (01001),800 mV,0,7920
980 mV (11010),5.67 dB (10100),3.14 dB (01100),800 mV,0,7812
980 mV (11010),5.67 dB (10100),3.99 dB (01111),800 mV,38859,0
980 mV (11010),5.67 dB (10100),5.05 dB (10010),800 mV,-1,0
980 mV (11010),5.67 dB (10100),6.69 dB (10101),800 mV,-1,0
980 mV (11010),5.67 dB (10100),7.84 dB (11000),800 mV,-1,0
980 mV (11010),5.67 dB (10100),9.14 dB (11010),800 mV,-1,0
980 mV (11010),5.67 dB (10100),10.51 dB (11100),800 mV,-1,0
980 mV (11010),5.67 dB (10100),11.63 dB (11101),800 mV,-1,0
980 mV (11010),5.67 dB (10100),12.29 dB (11110),800 mV,-1,0
980 mV (11010),5.67 dB (10100),13.67 dB (11111),800 mV,-1,0
1040 mV (11111),0.01 dB (00000),0.00 dB (00000),800 mV,0,8136
1040 mV (11111),0.01 dB (00000),0.74 dB (00011),800 mV,0,8316
1040 mV (11111),0.01 dB (00000),1.32 dB (00110),800 mV,0,8136
1040 mV (11111),0.01 dB (00000),2.28 dB (01001),800 mV,0,7992
1040 mV (11111),0.01 dB (00000),3.14 dB (01100),800 mV,0,7884
1040 mV (11111),0.01 dB (00000),3.99 dB (01111),800 mV,0,7812
1040 mV (11111),0.01 dB (00000),5.05 dB (10010),800 mV,0,7596
1040 mV (11111),0.01 dB (00000),6.69 dB (10101),800 mV,0,7596
1040 mV (11111),0.01 dB (00000),7.84 dB (11000),800 mV,0,7596
1040 mV (11111),0.01 dB (00000),9.14 dB (11010),800 mV,0,7524
1040 mV (11111),0.01 dB (00000),10.51 dB (11100),800 mV,0,7488
1040 mV (11111),0.01 dB (00000),11.63 dB (11101),800 mV,1356,4104
1040 mV (11111),0.01 dB (00000),11.63 dB (11101),800 mV,1356,0
1040 mV (11111),0.01 dB (00000),12.29 dB (11110),800 mV,13128,0
1040 mV (11111),0.01 dB (00000),13.67 dB (11111),800 mV,112013,0
1040 mV (11111),0.73 dB (00011),0.00 dB (00000),800 mV,0,8028
1040 mV (11111),0.73 dB (00011),0.74 dB (00011),800 mV,0,8172
1040 mV (11111),0.73 dB (00011),1.32 dB (00110),800 mV,0,7956
1040 mV (11111),0.73 dB (00011),2.28 dB (01001),800 mV,0,7992
1040 mV (11111),0.73 dB (00011),3.14 dB (01100),800 mV,0,7812
1040 mV (11111),0.73 dB (00011),3.99 dB (01111),800 mV,0,7812
1040 mV (11111),0.73 dB (00011),5.05 dB (10010),800 mV,0,7560
1040 mV (11111),0.73 dB (00011),6.69 dB (10101),800 mV,0,7488
1040 mV (11111),0.73 dB (00011),7.84 dB (11000),800 mV,0,7560
1040 mV (11111),0.73 dB (00011),9.14 dB (11010),800 mV,0,7452
1040 mV (11111),0.73 dB (00011),10.51 dB (11100),800 mV,2,7560
1040 mV (11111),0.73 dB (00011),10.51 dB (11100),800 mV,2,0
1040 mV (11111),0.73 dB (00011),11.63 dB (11101),800 mV,119,7200
1040 mV (11111),0.73 dB (00011),11.63 dB (11101),800 mV,119,0
1040 mV (11111),0.73 dB (00011),12.29 dB (11110),800 mV,30568,0
1040 mV (11111),0.73 dB (00011),13.67 dB (11111),800 mV,71833,0
1040 mV (11111),1.30 dB (00110),0.00 dB (00000),800 mV,0,8028
1040 mV (11111),1.30 dB (00110),0.74 dB (00011),800 mV,0,7992
1040 mV (11111),1.30 dB (00110),1.32 dB (00110),800 mV,0,7848
1040 mV (11111),1.30 dB (00110),2.28 dB (01001),800 mV,0,7920
1040 mV (11111),1.30 dB (00110),3.14 dB (01100),800 mV,0,7812
1040 mV (11111),1.30 dB (00110),3.99 dB (01111),800 mV,0,7740
1040 mV (11111),1.30 dB (00110),5.05 dB (10010),800 mV,0,7812
1040 mV (11111),1.30 dB (00110),6.69 dB (10101),800 mV,0,7596
1040 mV (11111),1.30 dB (00110),7.84 dB (11000),800 mV,0,7524
1040 mV (11111),1.30 dB (00110),9.14 dB (11010),800 mV,80,7596
1040 mV (11111),1.30 dB (00110),9.14 dB (11010),800 mV,80,0
1040 mV (11111),1.30 dB (00110),10.51 dB (11100),800 mV,25124,0
1040 mV (11111),1.30 dB (00110),11.63 dB (11101),800 mV,602473,0
1040 mV (11111),1.30 dB (00110),12.29 dB (11110),800 mV,1790920,0
1040 mV (11111),1.30 dB (00110),13.67 dB (11111),800 mV,-1,0
1040 mV (11111),2.24 dB (01001),0.00 dB (00000),800 mV,0,7956
1040 mV (11111),2.24 dB (01001),0.74 dB (00011),800 mV,0,8064
1040 mV (11111),2.24 dB (01001),1.32 dB (00110),800 mV,0,7740
1040 mV (11111),2.24 dB (01001),2.28 dB (01001),800 mV,0,7776
1040 mV (11111),2.24 dB (01001),3.14 dB (01100),800 mV,0,7812
1040 mV (11111),2.24 dB (01001),3.99 dB (01111),800 mV,0,7884
1040 mV (11111),2.24 dB (01001),5.05 dB (10010),800 mV,0,7632
1040 mV (11111),2.24 dB (01001),6.69 dB (10101),800 mV,0,7704
1040 mV (11111),2.24 dB (01001),7.84 dB (11000),800 mV,2124,6516
